atividade_principal,data_situacao,tipo,nome,efr,telefone,email,situacao,bairro,logradouro,numero,cep,municipio,fantasia,porte,abertura,natureza_juridica,uf,cnpj,ultima_atualizacao,status,complemento,motivo_situacao,situacao_especial,data_situacao_especial,atividades_secundarias,capital_social,qsa,message,atividade_principal_code,possui_atividade_secundaria,atividade_secundaria_list,is_ativo,tem_situacao_especial,natureza_juridica_code,idade_empresa,tem_socios,socios_list,socios_count
Atividades de rádio,07/09/2002,MATRIZ,RADIO ESMERALDA LTDA,,,,ATIVA,,RUA FARROUPILHA,110,95.200-000,VACARIA,,EMPRESA DE PEQUENO PORTE,31/10/1966,Sociedade Empresária Limitada,RS,98.517.154/0001-50,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'LUIZ GERALDO BENETON'}, {'qual': '22-Sócio', 'nome': 'MARCELO BENETON'}, {'qual': '22-Sócio', 'nome': 'DANIEL BENETON'}]",,60.10-1-00,0,[],1,1,206-2,53,1,"['DANIEL BENETON', 'LUIZ GERALDO BENETON', 'MARCELO BENETON']",3
Atividades de rádio,28/08/2004,MATRIZ,RADIO PAMPEANA LTDA,,,,ATIVA,CENTRO,RUA SANTANA,2499,97.510-471,URUGUAIANA,,MICRO EMPRESA,21/12/1978,Sociedade Empresária Limitada,RS,89.384.176/0001-06,2020-07-04T23:59:59.000Z,OK,SALA 501,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'PAULO ANTONIO MENDEZ SANT ANA'}, {'qual': '22-Sócio', 'nome': 'THIAGO CAMERANESI SANT ANA'}, {'qual': '22-Sócio', 'nome': 'CAROLINA CAMERANESI SANT ANA'}]",,60.10-1-00,0,[],1,1,206-2,41,1,"['CAROLINA CAMERANESI SANT ANA', 'PAULO ANTONIO MENDEZ SANT ANA', 'THIAGO CAMERANESI SANT ANA']",3
Atividades de rádio,01/01/2006,MATRIZ,S.R.S. COMUNICACOES LTDA,,(48) 3265-0125/ (48) 3265-0525,,ATIVA,CENTRO,R JOSE ANTONIO DA SILVA,19,88.240-000,SAO JOAO BATISTA,,DEMAIS,12/03/2002,Sociedade Empresária Limitada,SC,04.935.515/0001-34,2020-08-06T17:20:39.779Z,OK,SALA 03,,,,"[{'text': 'Atividades relacionadas à televisão por assinatura, exceto programadoras', 'code': '60.22-5-02'}, {'text': 'Operadoras de televisão por assinatura por microondas', 'code': '61.42-6-00'}, {'text': 'Operadoras de televisão por assinatura por satélite', 'code': '61.43-4-00'}, {'text': 'Produção de filmes para publicidade', 'code': '59.11-1-02'}, {'text': 'Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet', 'code': '63.11-9-00'}]",60000.0,"[{'qual': '22-Sócio', 'nome': 'ALYSON MANOEL ATANAZIO DOS SANTOS'}, {'qual': '49-Sócio-Administrador', 'nome': 'JONATHA ADERBAL MARTINI DOS SANTOS'}]",,60.10-1-00,1,"['Atividades relacionadas à televisão por assinatura, exceto programadoras', 'Operadoras de televisão por assinatura por microondas', 'Operadoras de televisão por assinatura por satélite', 'Produção de filmes para publicidade', 'Tratamento de dados, provedores de serviços de aplicação e serviços de hospedagem na internet']",1,1,206-2,18,1,"['ALYSON MANOEL ATANAZIO DOS SANTOS', 'JONATHA ADERBAL MARTINI DOS SANTOS']",2
Atividades de rádio,07/05/2005,MATRIZ,COLINHALFIN EMPRESA DE RADIODIFUSAO LTDA,,,,ATIVA,CENTRO,R JOAO COLIN,362,89.201-300,JOINVILLE,89 FM,EMPRESA DE PEQUENO PORTE,28/12/1991,Sociedade Empresária Limitada,SC,85.221.208/0001-93,2020-08-02T07:19:13.234Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",112500.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'MARIA TERESA COLIN HALFIN'}, {'qual': '49-Sócio-Administrador', 'nome': 'RAFAEL COLIN HALFIN'}, {'qual': '22-Sócio', 'nome': 'FELIPE COLIN HALFIN'}]",,60.10-1-00,0,[],1,1,206-2,28,1,"['FELIPE COLIN HALFIN', 'MARIA TERESA COLIN HALFIN', 'RAFAEL COLIN HALFIN']",3
Atividades de rádio,04/12/2004,MATRIZ,RADIO CULTURA DE JOINVILLE LIMITADA,,,,ATIVA,CENTRO,RUA NOVE DE MARCO,737,89.201-400,JOINVILLE,,DEMAIS,16/08/1966,Sociedade Empresária Limitada,SC,84.684.505/0001-02,2020-07-04T23:59:59.000Z,OK,8 E 9 ANDARES,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",51000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'ANA PAULA SCHMIDT MELO'}, {'qual': '49-Sócio-Administrador', 'nome': 'ALEXANDRE SCHMIDT MELO'}]",,60.10-1-00,0,[],1,1,206-2,54,1,"['ALEXANDRE SCHMIDT MELO', 'ANA PAULA SCHMIDT MELO']",2
Atividades de rádio,03/11/2005,MATRIZ,RADIO GUARATINGUETA FM STEREO LTDA,,(12) 3132-7077,alfatima@terra.com.br,ATIVA,CENTRO,PC CONS. RODRIGUES ALVES,170,12.510-470,GUARATINGUETA,,MICRO EMPRESA,09/02/1996,Sociedade Empresária Limitada,SP,01.381.684/0001-81,2020-07-21T02:31:19.754Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",10000.0,"[{'qual': '22-Sócio', 'nome': 'STELLA MARIA LOBO SCHLICHTING'}, {'qual': '49-Sócio-Administrador', 'nome': 'JOSE LUIZ MARCONDES SANNINI'}]",,60.10-1-00,0,[],1,1,206-2,24,1,"['JOSE LUIZ MARCONDES SANNINI', 'STELLA MARIA LOBO SCHLICHTING']",2
Atividades de rádio,03/11/2005,MATRIZ,RADIO METROPOLITANA LTDA,,(11) 5082-5200,,ATIVA,VILA MARIANA,RUA ECA DE QUEIROZ,203,04.011-031,SAO PAULO,METROPOLITANA,DEMAIS,13/12/1977,Sociedade Empresária Limitada,SP,50.441.013/0001-74,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",11820.0,"[{'qual': '22-Sócio', 'nome': 'JAYR MARIANO SANZONE'}, {'qual': '49-Sócio-Administrador', 'nome': 'SILVIO SANZONE'}, {'qual': '22-Sócio', 'nome': 'JAIR EDISON SANZONE'}]",,60.10-1-00,0,[],1,1,206-2,42,1,"['JAIR EDISON SANZONE', 'JAYR MARIANO SANZONE', 'SILVIO SANZONE']",3
Atividades de rádio,03/11/2005,MATRIZ,RADIO E TELEVISAO MATOZINHO FM LTDA,,(24) 8805-5223,redetropical.fm.rj@gmail.com,ATIVA,CENTRO,RUA QUINZE DE NOVEMBRO,561,25.804-000,TRES RIOS,REDE TROPICAL FM,MICRO EMPRESA,15/04/1988,Sociedade Empresária Limitada,RJ,32.017.485/0001-12,2020-07-04T23:59:59.000Z,OK,,,,,"[{'text': 'Programadoras', 'code': '60.22-5-01'}]",1280000.0,"[{'qual': '22-Sócio', 'nome_rep_legal': 'JOAQUIM HONORIO DA SILVA', 'qual_rep_legal': '05-Administrador', 'nome': 'SANTUARIO NACIONAL DO BOM JESUS'}, {'qual': '49-Sócio-Administrador', 'nome': 'GUILHERME REGINALDO'}]",,60.10-1-00,1,['Programadoras'],1,1,206-2,32,1,"['GUILHERME REGINALDO', 'SANTUARIO NACIONAL DO BOM JESUS']",2
Atividades de rádio,24/04/2004,MATRIZ,RADIO CLUBE DE VALENCA LTDA M E,,,,ATIVA,CENTRO,PRACA VISCONDE DO RIO PRETO,218,27.600-000,VALENCA,FM VALENCA,MICRO EMPRESA,04/05/1967,Sociedade Empresária Limitada,RJ,32.353.344/0001-70,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'ROSA MARIA CARVALHO DA SILVA'}, {'qual': '49-Sócio-Administrador', 'nome': 'PATRICIA CARVALHO DA SILVA'}]",,60.10-1-00,0,[],1,1,206-2,53,1,"['PATRICIA CARVALHO DA SILVA', 'ROSA MARIA CARVALHO DA SILVA']",2
Atividades de rádio,15/12/2001,MATRIZ,REDE RIJOMAR DE RADIODIFUSAO LTDA,,(11) 2293-5077,,ATIVA,JD AEROPORTO BAURU,R ARAUJO LEITE,36-63,17.012-432,BAURU,ANTENA 2 FM,EMPRESA DE PEQUENO PORTE,05/07/1994,Sociedade Empresária Limitada,SP,00.024.238/0001-57,2020-07-29T00:47:30.923Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",120000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'LUIZ FELIPE FONTES DE ABREU'}, {'qual': '49-Sócio-Administrador', 'nome': 'MARCO AURELIO DE OLIVEIRA ABREU JUNIOR'}]",,60.10-1-00,0,[],1,1,206-2,26,1,"['LUIZ FELIPE FONTES DE ABREU', 'MARCO AURELIO DE OLIVEIRA ABREU JUNIOR']",2
Atividades de rádio,03/11/2005,MATRIZ,RADIO EMISSORAS DO CENTRO OESTE PAULISTA LIMITADA,,(14) 3471-0396,studio670@hotmail.com,ATIVA,CENTRO,RUA PREF SALVIANO P ANDRADE,20,17.400-000,GARCA,RADIO CLUBE DE GARCA,DEMAIS,08/05/1968,Sociedade Empresária Limitada,SP,48.209.928/0001-07,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",19700.0,"[{'qual': '22-Sócio', 'nome': 'ELIAS MARQUES'}, {'qual': '49-Sócio-Administrador', 'nome': 'ADNA SIMEIA DE SOUZA MARQUES'}]",,60.10-1-00,0,[],1,1,206-2,52,1,"['ADNA SIMEIA DE SOUZA MARQUES', 'ELIAS MARQUES']",2
Atividades de rádio,09/11/2002,MATRIZ,RADIO CIDADE DE SUME LTDA,,(83) 3353-2456,anchietabarros@yahoo.com.br,ATIVA,CENTRO,RUA JOAO SABIA,248,58.540-000,SUME,,MICRO EMPRESA,09/05/1986,Sociedade Empresária Limitada,PB,10.746.626/0001-03,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'ALBERTO JORGE BATINGA CHAVES'}, {'qual': '22-Sócio', 'nome': 'TARCIANA MUNIZ CARNEIRO'}]",,60.10-1-00,0,[],1,1,206-2,34,1,"['ALBERTO JORGE BATINGA CHAVES', 'TARCIANA MUNIZ CARNEIRO']",2
Atividades de rádio,09/11/2002,MATRIZ,RADIO CIDADE DE CAMPINAS LTDA,,(19) 3276-7676,dulce@radiocidadefm.br,ATIVA,JD. SAO GABRIEL,RUA PAULO NOGUEIRA FILHO,17,13.045-320,CAMPINAS,RADIO CIDADE DE CAMPINAS,DEMAIS,11/03/1974,Sociedade Empresária Limitada,SP,46.241.816/0001-08,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",522000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'MARIA HELENA DE ALMEIDA BARBOSA GARCIA NASCIMENTO'}, {'qual': '22-Sócio', 'nome': 'ODILON GARCIA NASCIMENTO NETO'}, {'qual': '22-Sócio', 'nome': 'FABIO BARBOSA GARCIA NASCIMENTO'}]",,60.10-1-00,0,[],1,1,206-2,46,1,"['FABIO BARBOSA GARCIA NASCIMENTO', 'MARIA HELENA DE ALMEIDA BARBOSA GARCIA NASCIMENTO', 'ODILON GARCIA NASCIMENTO NETO']",3
Atividades de associações de defesa de direitos sociais,04/06/2008,MATRIZ,FUNDACAO RANCHARIENSE,,(18) 3265-7176,,ATIVA,ZONA RURAL,ESTRADA DO PESQUEIRO DO AGRICOLA,S/N,19.600-000,RANCHARIA,FUNDACAO RANCHARIENSE,DEMAIS,04/06/2008,Fundação Privada,SP,09.645.008/0001-80,2020-07-04T23:59:59.000Z,OK,,,,,"[{'text': 'Atividades de organizações associativas ligadas à cultura e à arte', 'code': '94.93-6-00'}]",0.0,"[{'qual': '16-Presidente', 'nome': 'SAMUEL CASSIO FERREIRA'}]",,94.30-8-00,1,['Atividades de organizações associativas ligadas à cultura e à arte'],1,1,306-9,12,1,['SAMUEL CASSIO FERREIRA'],1
Atividades de rádio,03/11/2005,MATRIZ,RADIO FM ESTANCIA LIMITADA,,(19) 3482-1814/ (19) 3371-0377,92fm@radio92.com.br,ATIVA,JARDIM PORANGABA,R RAFAEL CONTADOR SOBRINHO,175,13.525-000,AGUAS DE SAO PEDRO,AGUAS DE SAO PEDRO-FM CIDADE,EMPRESA DE PEQUENO PORTE,13/07/1984,Sociedade Empresária Limitada,SP,53.613.246/0001-03,2020-08-20T19:38:36.940Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",163932.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'CHRISTINA FERRAZ SAMPAIO CARRAZEDO'}, {'qual': '22-Sócio', 'nome': 'IARA FLORIO HERCOTON E GROSS'}, {'qual': '22-Sócio', 'nome': 'LEANDRO FLORIO HERCOTON'}, {'qual': '49-Sócio-Administrador', 'nome': 'LUIZ GONZAGA HERCOTON'}]",,60.10-1-00,0,[],1,1,206-2,36,1,"['CHRISTINA FERRAZ SAMPAIO CARRAZEDO', 'IARA FLORIO HERCOTON E GROSS', 'LEANDRO FLORIO HERCOTON', 'LUIZ GONZAGA HERCOTON']",4
Atividades de rádio,24/09/2005,MATRIZ,RADIO CULTURA DE CAMPINAS LTDA,,,,ATIVA,CENTRO,RUA BENJAMIN CONSTANT,1214,13.010-141,CAMPINAS,SUPER RADIO CULTURA,DEMAIS,25/02/1969,Sociedade Empresária Limitada,SP,46.088.993/0001-04,2020-07-04T23:59:59.000Z,OK,3 ANDAR,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",130000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'ZILDA RUSSO PEDROSO'}, {'qual': '49-Sócio-Administrador', 'nome': 'SANDRA REGINA PEDROSO PINHEIRO DOS SANTOS'}, {'qual': '22-Sócio', 'nome': 'JULIA VICENTINI PEDROSO'}]",,60.10-1-00,0,[],1,1,206-2,51,1,"['JULIA VICENTINI PEDROSO', 'SANDRA REGINA PEDROSO PINHEIRO DOS SANTOS', 'ZILDA RUSSO PEDROSO']",3
Atividades de rádio,03/11/2005,MATRIZ,RADIO MORENA STEREO LTDA,,,,ATIVA,JD CHAPADAO,RUA DR MIGUEL PENTEADO,585,13.073-180,CAMPINAS,,EMPRESA DE PEQUENO PORTE,30/11/1982,Sociedade Empresária Limitada,SP,52.097.383/0001-61,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",1000000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'MARIA INES DE CARVALHO GERVINO'}, {'qual': '49-Sócio-Administrador', 'nome': 'RAQUEL CRISTINA GERVINO GALE'}, {'qual': '22-Sócio', 'nome': 'PAULA ROMEIRO GALE'}]",,60.10-1-00,0,[],1,1,206-2,37,1,"['MARIA INES DE CARVALHO GERVINO', 'PAULA ROMEIRO GALE', 'RAQUEL CRISTINA GERVINO GALE']",3
Atividades de gravação de som e de edição de música,03/11/2005,MATRIZ,RADIO TCM LTDA,,(84) 3315-0700,multipla.multipla@globo.com,ATIVA,NOVA BETANIA,RUA JOAO MARCELINO,2010,59.612-200,MOSSORO,,EMPRESA DE PEQUENO PORTE,16/02/1998,Sociedade Empresária Limitada,RN,02.395.290/0001-45,2020-07-04T23:59:59.000Z,OK,ANEXO ESPACO FM 95,,,,"[{'text': 'Impressão de material para uso publicitário', 'code': '18.13-0-01'}, {'text': 'Comércio varejista de artigos de papelaria', 'code': '47.61-0-03'}, {'text': 'Atividades de rádio', 'code': '60.10-1-00'}, {'text': 'Atividades de televisão aberta', 'code': '60.21-7-00'}, {'text': 'Programadoras', 'code': '60.22-5-01'}]",60000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'STELLA MARIS MARQUES FREIRE DE MEDEIROS'}, {'qual': '22-Sócio', 'nome': 'CAMILLA MARONI MARQUES FREIRE DE MEDEIROS'}, {'qual': '22-Sócio', 'nome': 'CIBELLE CINARA MARQUES DE MEDEIROS FIGUEIREDO'}, {'qual': '49-Sócio-Administrador', 'nome': 'TALLIANA MIRELLI MARQUES FREIRE DE MEDEIROS SENA'}]",,59.20-1-00,1,"['Atividades de rádio', 'Atividades de televisão aberta', 'Comércio varejista de artigos de papelaria', 'Impressão de material para uso publicitário', 'Programadoras']",1,1,206-2,22,1,"['CAMILLA MARONI MARQUES FREIRE DE MEDEIROS', 'CIBELLE CINARA MARQUES DE MEDEIROS FIGUEIREDO', 'STELLA MARIS MARQUES FREIRE DE MEDEIROS', 'TALLIANA MIRELLI MARQUES FREIRE DE MEDEIROS SENA']",4
Atividades de rádio,22/10/2005,MATRIZ,RADIO PARAISO FM LTDA,,(84) 3206-6884/ (84) 3206-6884,financeiro102@gmail.com,ATIVA,LAGOA NOVA,AV ANTONIO BASILIO,3025,59.056-015,NATAL,102 FM,EMPRESA DE PEQUENO PORTE,04/08/1981,Sociedade Empresária Limitada,RN,08.562.142/0001-54,2020-07-18T22:37:34.502Z,OK,ANDAR 1 SALA 102/103,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",18000.0,"[{'qual': '22-Sócio', 'nome': 'SIDNEI MARQUES'}, {'qual': '49-Sócio-Administrador', 'nome': 'GILMAR TEIXEIRA ROSAS'}]",,60.10-1-00,0,[],1,1,206-2,39,1,"['GILMAR TEIXEIRA ROSAS', 'SIDNEI MARQUES']",2
Atividades de rádio,07/10/2005,MATRIZ,RADIO CIRANDA DE CHIAPETTA LTDA,,,,ATIVA,CENTRO,RUA CARVI CHIAPETTA,780,98.760-000,CHIAPETTA,,MICRO EMPRESA,16/05/1997,Sociedade Empresária Limitada,RS,01.852.190/0001-38,2020-07-04T23:59:59.000Z,OK,1 ANDAR - SALA 01,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'PEDRO VALMOR MARODIN'}, {'qual': '49-Sócio-Administrador', 'nome': 'LUCIA DE FATIMA MARODIN'}]",,60.10-1-00,0,[],1,1,206-2,23,1,"['LUCIA DE FATIMA MARODIN', 'PEDRO VALMOR MARODIN']",2
Atividades de rádio,12/10/2002,MATRIZ,SOCIEDADE RADIO SANTA FELICIDADE LTDA,,(54) 5223-141,,ATIVA,CENTRO,"R ITALIA,",174,99.700-010,ERECHIM,,MICRO EMPRESA,09/05/2000,Sociedade Empresária Limitada,RS,03.806.583/0001-30,2020-08-07T01:42:52.061Z,OK,CONJ. 22 E 23,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",130000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'MONICA XAVIER GONCALVES'}, {'qual': '30-Sócio ou Acionista Menor (Assistido/Representado)', 'qual_rep_legal': '14-Mãe', 'nome_rep_legal': 'MONICA XAVIER GONCALVES', 'nome': 'ARTHUR GONCALVES SPAGNOL'}]",,60.10-1-00,0,[],1,1,206-2,20,1,"['ARTHUR GONCALVES SPAGNOL', 'MONICA XAVIER GONCALVES']",2
Administração pública em geral,03/11/2005,MATRIZ,MUNICIPIO DE MATUTINA,MUNICÍPIO DE MATUTINA,,,ATIVA,CENTRO,RUA JOSE LONDE FILHO,354,38.870-000,MATUTINA,MATUTINA GABINETE PREFEITO,DEMAIS,18/12/1974,Município,MG,18.602.102/0001-42,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Administração pública em geral,20/08/2005,MATRIZ,MUNICIPIO DE MENDES PIMENTEL,MUNICÍPIO DE MENDES PIMENTEL,(033) 2461-280,,ATIVA,CENTRO,PC BENEDITO QUINTINO,15,35.270-000,MENDES PIMENTEL,MUNICIPIO DE MENDES PIMENTEL - PREFEITURA,DEMAIS,26/12/1974,Município,MG,18.505.347/0001-51,2020-07-15T17:32:37.174Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Administração pública em geral,24/09/2005,MATRIZ,MUNICIPIO DE LAMBARI,MUNICÍPIO DE LAMBARI,,,ATIVA,CENTRO,RUA TIRADENTES,165,37.480-000,LAMBARI,LAMBARI PREF GABINETE DO PREFEITO,DEMAIS,19/12/1974,Município,MG,17.877.200/0001-20,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",0.0,[],,84.11-6-00,0,[],1,1,124-4,45,0,[],0
Atividades de rádio,03/11/2005,MATRIZ,RADIO NOVA FM LENCOIS LTDA,,(14) 3264-9001,financeiro@venturafm.com.br,ATIVA,CENTRO,R GERALDO PEREIRA DE BARROS,365,18.682-041,LENCOIS PAULISTA,,DEMAIS,09/06/1997,Sociedade Empresária Limitada,SP,01.886.158/0001-73,2020-08-01T21:35:12.129Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",50000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'SILVIA AMELIA CAMPANARI LORENZETTI STOPPA'}, {'qual': '22-Sócio', 'nome': 'JOAO RAPHAEL CAMPANARI LORENZETTI'}, {'qual': '22-Sócio', 'nome': 'JOSE ARTHUR CAMPANARI LORENZETTI'}, {'qual': '49-Sócio-Administrador', 'nome': 'JOAO CARLOS LORENZETTI'}]",,60.10-1-00,0,[],1,1,206-2,23,1,"['JOAO CARLOS LORENZETTI', 'JOAO RAPHAEL CAMPANARI LORENZETTI', 'JOSE ARTHUR CAMPANARI LORENZETTI', 'SILVIA AMELIA CAMPANARI LORENZETTI STOPPA']",4
Atividades de rádio,28/10/2005,MATRIZ,RADIO CLUBE DE CACOAL LTDA,,(69) 3228-4000,,ATIVA,CENTRO,AV CASTELO BRANCO,18181,76.967-385,CACOAL,,MICRO EMPRESA,08/10/1984,Sociedade Empresária Limitada,RO,05.600.069/0001-70,2020-07-08T03:05:35.680Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",20000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'LUCIANA GOMES FURTADO'}, {'qual': '22-Sócio', 'nome': 'CATHARINA FURTADO ANDREOLI'}]",,60.10-1-00,0,[],1,1,206-2,35,1,"['CATHARINA FURTADO ANDREOLI', 'LUCIANA GOMES FURTADO']",2
Atividades de rádio,03/11/2005,MATRIZ,DFM COMUNICACOES LTDA,,(69) 3221-6138,,ATIVA,FLORESTA,RUA ADEMAR BENTO DA SILVA,3690,76.965-771,CACOAL,,MICRO EMPRESA,04/03/1998,Sociedade Empresária Limitada,RO,02.387.243/0001-50,2020-07-04T23:59:59.000Z,OK,SALA A,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",55000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'JACINTA FERREIRA DA SILVA MACHADO'}, {'qual': '22-Sócio', 'nome': 'RAFAELA SILVA MACHADO'}]",,60.10-1-00,0,[],1,1,206-2,22,1,"['JACINTA FERREIRA DA SILVA MACHADO', 'RAFAELA SILVA MACHADO']",2
Atividades de rádio,18/10/2003,MATRIZ,RADIO LITORAL NORTE LTDA,,(11) 5105-4200,paralegal@scritacontabil.com.br,ATIVA,CENTRO,R VEREADOR MARIO OLEGARIO LEITE,44,11.608-536,SAO SEBASTIAO,,EMPRESA DE PEQUENO PORTE,31/12/1981,Sociedade Empresária Limitada,SP,50.319.771/0001-14,2020-08-13T16:38:42.263Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",70000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'ANTONIO BRUNO MONTORO JUNIOR'}, {'qual': '49-Sócio-Administrador', 'nome': 'ROBERTO MONTORO NETO'}]",,60.10-1-00,0,[],1,1,206-2,38,1,"['ANTONIO BRUNO MONTORO JUNIOR', 'ROBERTO MONTORO NETO']",2
Atividades de associações de defesa de direitos sociais,03/11/2005,MATRIZ,FUNDACAO EDUCACIONAL E CULTURAL DE PRAIA GRANDE,,,,ATIVA,CIDADEOCIAN,RUA OCEANICA AMABILE,100,11.704-420,PRAIA GRANDE,,DEMAIS,09/10/2001,Fundação Privada,SP,04.716.226/0001-44,2020-07-04T23:59:59.000Z,OK,,,,,"[{'text': 'Atividades de organizações associativas ligadas à cultura e à arte', 'code': '94.93-6-00'}, {'text': 'Atividades associativas não especificadas anteriormente', 'code': '94.99-5-00'}]",0.0,"[{'qual': '54-Fundador', 'nome': 'JOSE ROBERTO DE FREITAS'}, {'qual': '16-Presidente', 'nome': 'CARLOS ALBERTO HAUCK'}]",,94.30-8-00,1,"['Atividades associativas não especificadas anteriormente', 'Atividades de organizações associativas ligadas à cultura e à arte']",1,1,306-9,18,1,"['CARLOS ALBERTO HAUCK', 'JOSE ROBERTO DE FREITAS']",2
Atividades de rádio,30/11/2002,MATRIZ,RADIO CLUBE DE ARACATUBA LTDA,,(18) 2103-5070 / (18) 3608-5100,src_diretoria@hotmail.com,ATIVA,HIGIENOPOLIS,AVENIDA DA SAUDADE,226,16.025-140,ARACATUBA,,MICRO EMPRESA,17/03/1982,Sociedade Empresária Limitada,SP,49.315.906/0001-94,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",50000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'NIVALDO BUENO FRANCO DA ROCHA'}, {'qual': '22-Sócio', 'nome': 'ADELIZ REGINA FERNANDES DA ROCHA'}]",,60.10-1-00,0,[],1,1,206-2,38,1,"['ADELIZ REGINA FERNANDES DA ROCHA', 'NIVALDO BUENO FRANCO DA ROCHA']",2
Atividades de rádio,12/10/2002,MATRIZ,SISTEMA FIGUEROA DE COMUNICACOES LTDA.,,(18) 3401-3999,paulonogueira@88transamericafm.com.br,ATIVA,CENTRO,R VEREADOR KUNIHIKO ARIKI,152,16.880-000,VALPARAISO,,MICRO EMPRESA,13/03/2001,Sociedade Empresária Limitada,SP,04.327.760/0001-69,2020-08-08T19:16:35.440Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",40000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'SERGIO RUBENS FIGUEROA BELMONTE'}, {'qual': '22-Sócio', 'nome': 'HERLON BARBIERE FIGUEROA'}]",,60.10-1-00,0,[],1,1,206-2,19,1,"['HERLON BARBIERE FIGUEROA', 'SERGIO RUBENS FIGUEROA BELMONTE']",2
Atividades de rádio,22/09/2001,MATRIZ,RADIO STEREO PLANALTO DE VINHEDO LTDA,,,,ATIVA,JD BRASIL,RUA DOS BANDEIRANTES,76,13.280-001,VINHEDO,PLANALTO FM,EMPRESA DE PEQUENO PORTE,01/08/1986,Sociedade Empresária Limitada,SP,56.143.654/0001-29,2020-07-04T23:59:59.000Z,OK,,,,,"[{'code': '00.00-0-00', 'text': 'Não informada'}]",100000.0,"[{'qual': '49-Sócio-Administrador', 'nome': 'HENRIQUE AUGUSTO FERRAGUT'}, {'qual': '22-Sócio', 'nome': 'MARIA RITA FERRAGUT'}, {'qual': '22-Sócio', 'nome': 'MARIA ALICE FERRAGUT'}]",,60.10-1-00,0,[],1,1,206-2,34,1,"['HENRIQUE AUGUSTO FERRAGUT', 'MARIA ALICE FERRAGUT', 'MARIA RITA FERRAGUT']",3
